Ax,Ay,Az,Gx,Gy,Gz
0.4367588932806324,0.4882382382382381,0.7477477477477477,0.4965048746882466,0.5015417618640668,0.5726407032108412
0.4342179559570864,0.5065065065065064,0.7540040040040039,0.500915639116103,0.4959868845597084,0.5021818372080855
0.23828345567476,1.0,0.6691691691691691,0.3337809791234282,0.3276767183494078,0.6942672270959416
0.5731225296442688,1.0,0.5362862862862863,0.4384533547273139,0.6813418909255804,0.9926748870711756
0.6733483907396951,0.4944944944944944,1.0,0.4833039747458011,0.8958770078657761,0.5536564522036381
0.4347826086956521,0.5067567567567567,0.7540040040040039,0.5009766817238432,0.4959554912185848,0.5022132305492091
0.4946357989836251,0.4724724724724723,0.7384884884884884,0.5355267977047979,0.4270087378132794,0.9182029056281285
0.3656126482213438,0.6096096096096095,0.5933433433433433,0.4721349216038509,0.7295498543697787,0.0
0.5917560700169395,0.606106106106106,0.3495995995995996,0.6156600449971222,0.8061286778171164,0.9923539773619128
0.7185206098249577,0.4987487487487486,0.5015015015015015,0.5375255070896628,0.7082773776095714,0.4895163681392469
0.4034443817052512,0.7492492492492491,0.4682182182182182,0.4462982018591834,0.5351605420583567,0.5142525768700839
0.3684359119141728,0.5122622622622621,0.7447447447447447,0.4322113120672515,0.4041334565812651,0.133821092837086
0.3977978543195934,0.5658158158158157,0.7477477477477477,0.5558993320194638,0.5070809424978635,0.1403212585241641
0.4415584415584415,0.5638138138138137,0.7637637637637638,0.5467272441878717,0.453912831156147,0.9864031951444966
0.678994918125353,0.4754754754754754,0.5805805805805806,0.4488619913842719,0.8509025585573016,0.4891344158222439
0.4189723320158103,1.0,0.7572572572572571,0.4111673090674433,0.4048502712035858,0.4456563824406578
0.4336533032185206,0.5047547547547546,0.7545045045045045,0.5012818947625443,0.4957723633953642,0.5020597519926051
0.3094297007340486,0.3546046046046045,0.7397397397397396,0.3125224549592759,0.4855032526989553,0.0172454087238606
0.4347826086956521,0.5067567567567567,0.7545045045045045,0.500915639116103,0.4959554912185848,0.5021050979297835
0.4607566346696781,0.2502502502502501,0.47997997997998,0.5406090308177965,0.4820534733243804,0.4991297068210754
0.1741953698475437,0.3966466466466465,0.3638638638638638,0.3376720093482394,0.132751975164379,0.6224968170640249
0.2989836250705816,0.6146146146146145,0.7502502502502502,0.7109022097424001,0.5120864363325601,1.0
0.6778656126482213,0.5090090090090089,0.3796296296296296,0.5675584700978425,0.7337931876449761,0.4966583532448506
0.4347826086956521,0.5065065065065064,0.7545045045045045,0.5008999424455413,0.4960322304968868,0.5020597519926051
0.4601919819311124,0.3415915915915915,0.7077077077077076,0.3433803652092017,0.5429896925196644,0.5214416519873729
0.4582156973461321,0.2412412412412412,0.4937437437437437,0.4233461813488672,0.4779793152763486,0.4940788670492003
0.4412761151891586,0.5052552552552552,0.7772772772772771,0.5001377818860422,0.5465144670980344,0.486525280359977
0.2795031055900621,0.9384384384384384,0.6348848848848848,0.4070024591450547,0.3682700524966427,0.9310671991907494
0.1566911349520045,0.5085085085085084,0.4972472472472472,0.4989465789978548,0.2413467743341995,0.5037235990721524
0.4954827780914737,0.6511511511511511,0.7192192192192192,0.8859427594746847,0.3812721279453058,1.0
0.41699604743083,0.7399899899899899,0.5713213213213213,0.5850009592409788,0.5126044264610984,0.5057537017981408
0.6905702992659515,0.4969969969969969,0.6016016016016016,0.5125137345867415,0.7420339396899036,0.4908279121684078
0.4345002823263693,0.5065065065065064,0.7542542542542542,0.500992378394405,0.4959554912185848,0.5021521879414689
0.4342179559570864,0.5067567567567567,0.7540040040040039,0.500915639116103,0.4959554912185848,0.5022132305492091
0.383399209486166,0.537037037037037,0.6941941941941941,0.6298986692711512,0.3009854020963776,1.0
0.427442123094297,0.4962462462462461,0.7590090090090089,0.4684409717983152,0.5963705809512182,0.8855294138165581
0.5067758328627894,0.548048048048048,0.766016016016016,0.5174738824842597,0.5483143519891169,0.1156303957305056
0.331733483907397,0.0295295295295294,0.5005005005005004,0.4353401817325636,0.4808326211695763,0.6517222735755271
0.3003952569169961,0.2329829829829829,0.4532032032032032,0.4516699513403213,0.5454610460958892,0.7260861223991488
0.4345002823263693,0.5062562562562561,0.7542542542542542,0.5008545965083628,0.4959711878891466,0.5020457993965503
0.4288537549407115,0.7492492492492491,0.5285285285285285,0.1718506374592322,0.5065926016359419,0.5059368296213614
0.6832298136645962,0.5055055055055054,0.5900900900900901,0.5146048799204702,0.1067024783298742,0.514467098034428
0.168266516092603,0.4959959959959959,0.4416916916916916,0.4993581805814744,0.6479376318956346,0.5018312782322061
0.176171654432524,0.5075075075075074,0.4199199199199199,0.4788339117847114,0.637651080454157,0.496170012382929
0.2182382834556747,0.609109109109109,1.0,0.4815965258035823,0.2863351762387289,0.8187034550115981
0.3802936194240542,0.902152152152152,0.6574074074074073,0.5582956903918935,0.68978146746429,0.0428972565708007
0.8794466403162056,0.1053553553553552,0.8405905905905906,1.0,0.2366778868793275,0.0
0.7111801242236024,0.5110110110110109,0.5327827827827828,0.504135200655772,0.7590944765160368,0.4980309398817517
0.4285714285714286,0.7592592592592591,0.53003003003003,0.4563091895285767,0.5141461883251652,0.508882571463453
0.5211744776962168,0.8638638638638638,0.5182682682682682,0.5714651969932155,0.4575596909499974,0.0
0.4345002823263693,0.5067567567567567,0.7542542542542542,0.500915639116103,0.4959101452814064,0.5022132305492091
0.4155844155844156,0.7324824824824824,0.5643143143143143,0.6207719273767376,0.5242949578806007,0.4971309974362105
0.3514963297571993,0.5265265265265264,0.7222222222222222,0.6030695711320788,0.5249821232363047,0.2177843277464813
0.2905138339920948,0.9154154154154152,0.6641641641641641,0.5296510106911767,0.359129358006174,0.777361912900919
0.4669678147939017,0.5147647647647646,0.7382382382382382,0.5661544901198179,0.5302474841725239,0.2089784955613304
0.44042913608131,0.4864864864864864,0.7364864864864864,0.4728063902889931,0.4440082320316724,0.6484852712907896
0.1736307171089779,0.5055055055055054,0.5325325325325325,0.4877618291853428,0.1746115074035962,0.5065926016359419
0.4045736871823828,0.5302802802802802,0.756006006006006,0.5357413188691421,0.4585974152815808,0.2882431937492369
0.4345002823263693,0.5065065065065064,0.7545045045045045,0.5009609850532815,0.4959868845597084,0.5022289272197709
0.3534726143421796,0.7687687687687687,0.5137637637637638,0.1187435687252559,0.3563963932539198,0.0
0.6338226990400904,0.5095095095095095,0.6741741741741741,0.5240804367162565,0.2362348919545843,0.5320316723930446
0.4217955957086391,0.7149649649649649,0.6333833833833833,0.6391614489771003,0.5151089174529536,0.4898512304445646
0.4336533032185206,0.5052552552552552,0.7545045045045045,0.5010063309904599,0.4959711878891466,0.5019987093848649
0.4345002823263693,0.5065065065065064,0.7545045045045045,0.500915639116103,0.4959554912185848,0.5020144060554267
0.6304347826086956,0.4832332332332331,0.6689189189189189,0.513397980361721,0.1669811814360709,0.5442715872822087
